caller_file,caller,callee_file,callee,count,cross_file
save.c,load_sym_def,store.c,check_symbol_storage,1,1
save.c,load_sym_def,token.c,tcl_hook2,1,1
save.c,load_sym_def,token.c,is_generator,1,1
save.c,load_sym_def,token.c,get_generator_command,1,1
save.c,load_sym_def,save.c,is_from_web,1,0
save.c,load_sym_def,token.c,get_cell_w_ext,1,1
save.c,load_sym_def,scheduler.c,tclvareval,1,1
save.c,load_sym_def,scheduler.c,tclgetvar,1,1
save.c,load_sym_def,actions.c,set_rect_flags,1,1
save.c,load_sym_def,token.c,translate2,1,1
save.c,load_sym_def,actions.c,set_text_flags,1,1
save.c,load_sym_def,save.c,add_pinlayer_boxes,1,0
save.c,load_sym_def,save.c,use_lcc_pins,1,0
save.c,load_sym_def,save.c,calc_symbol_bbox,1,0
save.c,load_sym_def,save.c,align_sch_pins_with_sym,1,0
save.c,load_sym_def,save.c,sort_symbol_pins,1,0
save.c,make_schematic_symbol_from_sel,editprop.c,my_strncpy,1,1
save.c,make_schematic_symbol_from_sel,save.c,push_undo,1,0
save.c,make_schematic_symbol_from_sel,save.c,make_schematic,1,0
save.c,make_schematic_symbol_from_sel,select.c,delete,1,1
save.c,make_schematic_symbol_from_sel,actions.c,place_symbol,1,1
save.c,make_schematic_symbol_from_sel,editprop.c,dbg,1,1
save.c,make_schematic_symbol_from_sel,draw.c,draw,1,1
save.c,create_sch_from_sym,move.c,rebuild_selected_array,1,1
save.c,create_sch_from_sym,editprop.c,my_strdup2,1,1
save.c,create_sch_from_sym,actions.c,add_ext,1,1
save.c,create_sch_from_sym,token.c,tcl_hook2,1,1
save.c,create_sch_from_sym,scheduler.c,tclvareval,1,1
save.c,create_sch_from_sym,scheduler.c,tclresult,1,1
save.c,create_sch_from_sym,token.c,subst_token,1,1
save.c,descend_symbol,move.c,rebuild_selected_array,1,1
save.c,descend_symbol,actions.c,save,1,1
save.c,descend_symbol,hilight.c,clear_all_hilights,1,1
save.c,descend_symbol,token.c,translate,1,1
save.c,descend_symbol,spice_netlist.c,str_hash_free,1,1
save.c,descend_symbol,spice_netlist.c,str_hash_init,1,1
save.c,descend_symbol,token.c,get_tok_value,1,1
save.c,descend_symbol,scheduler.c,tclgetvar,1,1
save.c,descend_symbol,save.c,save_embedded_symbol,1,0
save.c,descend_symbol,save.c,is_from_web,1,0
save.c,descend_symbol,editprop.c,my_mstrcat,1,1
save.c,descend_symbol,token.c,is_generator,1,1
save.c,descend_symbol,actions.c,abs_sym_path,1,1
save.c,descend_symbol,editprop.c,my_strncpy,1,1
save.c,descend_symbol,netlist.c,set_tcl_netlist_type,1,1
save.c,descend_symbol,actions.c,zoom_full,1,1
save.c,descend_symbol,scheduler.c,tclgetboolvar,1,1
save.c,round_schematic_to_grid,move.c,rebuild_selected_array,1,1
save.c,round_schematic_to_grid,select.c,symbol_bbox,1,1
save.c,save_selection,editprop.c,dbg,1,1
save.c,save_selection,scheduler.c,tcleval,1,1
scheduler.c,statusmsg,editprop.c,my_free,1,1
scheduler.c,statusmsg,editprop.c,my_strdup,1,1
scheduler.c,statusmsg,scheduler.c,tclvareval,1,0
scheduler.c,get_text,token.c,isonlydigit,1,1
scheduler.c,get_text,token.c,get_tok_value,1,1
scheduler.c,get_symbol,token.c,isonlydigit,1,1
scheduler.c,get_instance,token.c,isonlydigit,1,1
scheduler.c,get_instance,spice_netlist.c,int_hash_lookup,1,1
scheduler.c,xschem_cmd_help,scheduler.c,tclgetvar,1,0
scheduler.c,xschem_cmd_help,scheduler.c,tclgetintvar,1,0
scheduler.c,xschem_cmd_help,scheduler.c,tcleval,1,0
scheduler.c,xschem_cmd_help,editprop.c,dbg,1,1
scheduler.c,xschem_cmd_help,editprop.c,my_strncpy,1,1
scheduler.c,xschem_cmd_help,scheduler.c,tclresult,1,0
scheduler.c,xschem,callback.c,abort_operation,1,1
scheduler.c,xschem,save.c,round_schematic_to_grid,1,1
scheduler.c,xschem,store.c,store_arc,1,1
scheduler.c,xschem,actions.c,attach_labels_to_inst,1,1
scheduler.c,xschem,check.c,break_wires_at_pins,1,1
scheduler.c,xschem,callback.c,callback,1,1
scheduler.c,xschem,actions.c,change_sch_path,1,1
scheduler.c,xschem,findnet.c,find_closest_obj,1,1
scheduler.c,xschem,actions.c,clear_drawing,1,1
scheduler.c,xschem,select.c,select_connected_nets,1,1
scheduler.c,xschem,hilight.c,copy_hilights,1,1
scheduler.c,xschem,actions.c,copy_hierarchy_data,1,1
scheduler.c,xschem,token.c,count_items,1,1
scheduler.c,xschem,hilight.c,create_plot_cmd,1,1
scheduler.c,xschem,actions.c,delete_files,1,1
scheduler.c,xschem,save.c,descend_symbol,1,1
scheduler.c,xschem,hilight.c,display_hilights,1,1
scheduler.c,xschem,draw.c,draw_graph,1,1
scheduler.c,xschem,hilight.c,draw_hilight_net,1,1
scheduler.c,xschem,editprop.c,drc_check,1,1
scheduler.c,xschem,draw.c,embed_rawfile,1,1
scheduler.c,xschem,xinit.c,swap_tabs,1,1
scheduler.c,xschem,xinit.c,init_pixdata,1,1
scheduler.c,xschem,select.c,floaters_from_selected_inst,1,1
scheduler.c,xschem,xinit.c,get_last_created_window_path,1,1
scheduler.c,xschem,actions.c,change_to_unix_fn,1,1
scheduler.c,xschem,actions.c,get_additional_symbols,1,1
scheduler.c,xschem,token.c,get_inst_pin_number,1,1
scheduler.c,xschem,scheduler.c,get_text,1,0
scheduler.c,xschem,actions.c,get_sch_from_sym,1,1
scheduler.c,xschem,save.c,get_sym_type,1,1
scheduler.c,xschem,actions.c,go_back,1,1
scheduler.c,xschem,token.c,str_hash,1,1
scheduler.c,xschem,scheduler.c,xschem_cmd_help,1,0
scheduler.c,xschem,hilight.c,inst_hilight_hash_lookup,1,1
scheduler.c,xschem,hilight.c,hilight_netname,1,1
scheduler.c,xschem,draw.c,edit_image,1,1
scheduler.c,xschem,token.c,net_name,1,1
scheduler.c,xschem,editprop.c,my_strcat,1,1
scheduler.c,xschem,token.c,is_generator,1,1
scheduler.c,xschem,callback.c,start_line,1,1
scheduler.c,xschem,hilight.c,list_hilights,1,1
scheduler.c,xschem,node_hash.c,list_nets,1,1
scheduler.c,xschem,token.c,list_tokens,1,1
scheduler.c,xschem,actions.c,ask_new_file,1,1
scheduler.c,xschem,spice_netlist.c,str_hash_free,1,1
scheduler.c,xschem,spice_netlist.c,str_hash_init,1,1
scheduler.c,xschem,save.c,is_from_web,1,1
scheduler.c,xschem,save.c,load_sym_def,1,1
scheduler.c,xschem,save.c,create_sch_from_sym,1,1
scheduler.c,xschem,save.c,make_schematic_symbol_from_sel,1,1
scheduler.c,xschem,save.c,make_symbol,1,1
scheduler.c,xschem,editprop.c,my_strtok_r,1,1
scheduler.c,xschem,actions.c,place_net_label,1,1
scheduler.c,xschem,hilight.c,hilight_net_pin_mismatches,1,1
scheduler.c,xschem,spice_netlist.c,global_spice_netlist,1,1
scheduler.c,xschem,vhdl_netlist.c,global_vhdl_netlist,1,1
scheduler.c,xschem,verilog_netlist.c,global_verilog_netlist,1,1
scheduler.c,xschem,spectre_netlist.c,global_spectre_netlist,1,1
scheduler.c,xschem,tedax_netlist.c,global_tedax_netlist,1,1
scheduler.c,xschem,actions.c,toggle_only_probes,1,1
scheduler.c,xschem,save.c,parse_cmd_string,1,1
scheduler.c,xschem,actions.c,place_text,1,1
scheduler.c,xschem,actions.c,new_polygon,1,1
scheduler.c,xschem,hilight.c,print_hilight_net,1,1
scheduler.c,xschem,token.c,print_spice_element,1,1
scheduler.c,xschem,save.c,new_rawfile,1,1
scheduler.c,xschem,save.c,raw_deletevar,1,1
scheduler.c,xschem,save.c,raw_renamevar,1,1
scheduler.c,xschem,save.c,raw_get_pos,1,1
scheduler.c,xschem,actions.c,new_rect,1,1
scheduler.c,xschem,save.c,link_symbols_to_instances,1,1
scheduler.c,xschem,actions.c,reset_caches,1,1
scheduler.c,xschem,editprop.c,set_inst_prop,1,1
scheduler.c,xschem,hilight.c,resolved_net,1,1
scheduler.c,xschem,actions.c,round_to_n_digits,1,1
scheduler.c,xschem,actions.c,schematic_in_new_window,1,1
scheduler.c,xschem,draw.c,drawtemparc,1,1
scheduler.c,xschem,draw.c,drawtemprect,1,1
scheduler.c,xschem,draw.c,drawtempline,1,1
scheduler.c,xschem,select.c,select_all,1,1
scheduler.c,xschem,select.c,select_dangling_nets,1,1
scheduler.c,xschem,hilight.c,select_hilight_net,1,1
scheduler.c,xschem,select.c,select_inside,1,1
scheduler.c,xschem,actions.c,set_grid,1,1
scheduler.c,xschem,actions.c,set_snap,1,1
scheduler.c,xschem,scheduler.c,tclsetintvar,1,0
scheduler.c,xschem,netlist.c,set_tcl_netlist_type,1,1
scheduler.c,xschem,actions.c,change_layer,1,1
scheduler.c,xschem,token.c,set_different_token,1,1
scheduler.c,xschem,move.c,update_attached_floaters,1,1
scheduler.c,xschem,draw.c,graph_fullxzoom,1,1
scheduler.c,xschem,draw.c,graph_fullyzoom,1,1
scheduler.c,xschem,actions.c,set_rect_flags,1,1
scheduler.c,xschem,editprop.c,strboolcmp,1,1
scheduler.c,xschem,actions.c,set_rect_extraptr,1,1
scheduler.c,xschem,editprop.c,get_attr_val,1,1
scheduler.c,xschem,actions.c,set_wire_flags,1,1
scheduler.c,xschem,actions.c,set_text_flags,1,1
scheduler.c,xschem,netlist.c,show_unconnected_pins,1,1
scheduler.c,xschem,editprop.c,str_replace,1,1
scheduler.c,xschem,actions.c,symbol_in_new_window,1,1
scheduler.c,xschem,xinit.c,get_save_xctx,1,1
scheduler.c,xschem,xinit.c,get_window_path,1,1
scheduler.c,xschem,save.c,table_read,1,1
scheduler.c,xschem,hash_iterator.c,init_object_iterator,1,1
scheduler.c,xschem,hash_iterator.c,object_iterator_next,1,1
scheduler.c,xschem,netlist.c,del_object_table,1,1
scheduler.c,xschem,netlist.c,hash_instances,1,1
scheduler.c,xschem,netlist.c,hash_wires,1,1
scheduler.c,xschem,netlist.c,auto_set_wire_bus,1,1
scheduler.c,xschem,hilight.c,hier_hilight_hash_lookup,1,1
scheduler.c,xschem,actions.c,toggle_ignore,1,1
scheduler.c,xschem,clip.c,touch,1,1
scheduler.c,xschem,token.c,trim_chars,1,1
scheduler.c,xschem,in_memory_undo.c,mem_delete_undo,1,1
scheduler.c,xschem,save.c,delete_undo,1,1
scheduler.c,xschem,hilight.c,unhilight_net,1,1
scheduler.c,xschem,callback.c,unselect_attached_floaters,1,1
scheduler.c,xschem,xinit.c,windowid,1,1
scheduler.c,xschem,callback.c,start_wire,1,1
scheduler.c,xschem,check.c,break_wires_at_point,1,1
scheduler.c,xschem,actions.c,view_zoom,1,1
scheduler.c,xschem,actions.c,view_unzoom,1,1
scheduler.c,tclgetdoublevar,editprop.c,dbg,1,1
scheduler.c,tclgetdoublevar,scheduler.c,tclresult,1,0
scheduler.c,tclgetdoublevar,editprop.c,atof_spice,1,1
scheduler.c,tclgetintvar,editprop.c,dbg,1,1
scheduler.c,tclgetintvar,scheduler.c,tclresult,1,0
scheduler.c,tclgetvar,editprop.c,dbg,1,1
scheduler.c,tclgetvar,scheduler.c,tclresult,1,0
scheduler.c,tclvareval,scheduler.c,tclresult,1,0
scheduler.c,tclvareval,editprop.c,my_free,1,1
select.c,check_connected_nets,editprop.c,dbg,1,1
select.c,check_connected_nets,hash_iterator.c,init_inst_iterator,1,1
select.c,check_connected_nets,hash_iterator.c,inst_iterator_next,1,1
select.c,check_connected_nets,netlist.c,get_inst_pin_coord,1,1
select.c,check_connected_nets,hash_iterator.c,init_wire_iterator,1,1
select.c,check_connected_nets,hash_iterator.c,wire_iterator_next,1,1
select.c,check_connected_nets,select.c,check_connected_nets,1,0
select.c,select_connected_nets,scheduler.c,tclgetboolvar,1,1
select.c,select_connected_nets,check.c,trim_wires,1,1
select.c,select_connected_nets,netlist.c,hash_wires,1,1
select.c,select_connected_nets,netlist.c,hash_instances,1,1
select.c,select_connected_nets,netlist.c,get_square,1,1
select.c,select_connected_nets,editprop.c,dbg,1,1
select.c,select_connected_nets,clip.c,touch,1,1
select.c,select_connected_nets,netlist.c,skip_instance,1,1
select.c,select_connected_nets,move.c,draw_selection,1,1
select.c,select_dangling_nets,scheduler.c,tclgetboolvar,1,1
select.c,select_dangling_nets,editprop.c,my_calloc,1,1
select.c,select_dangling_nets,netlist.c,hash_instances,1,1
select.c,select_dangling_nets,netlist.c,hash_wires,1,1
select.c,select_dangling_nets,editprop.c,dbg,1,1
select.c,select_dangling_nets,hash_iterator.c,init_wire_iterator,1,1
select.c,select_dangling_nets,hash_iterator.c,wire_iterator_next,1,1
select.c,select_dangling_nets,netlist.c,get_square,1,1
select.c,select_dangling_nets,move.c,rebuild_selected_array,1,1
select.c,select_dangling_nets,move.c,draw_selection,1,1
select.c,select_dangling_nets,editprop.c,my_free,1,1
select.c,symbol_bbox,draw.c,get_sym_text_size,1,1
select.c,symbol_bbox,token.c,translate,1,1
select.c,symbol_bbox,draw.c,set_text_custom_font,1,1
select.c,symbol_bbox,editprop.c,my_expand,1,1
select.c,symbol_bbox,scheduler.c,tclgetintvar,1,1
select.c,symbol_bbox,actions.c,text_bbox,1,1
select.c,symbol_bbox,editprop.c,my_free,1,1
select.c,del_rect_line_arc_poly,actions.c,set_rect_extraptr,1,1
select.c,del_rect_line_arc_poly,actions.c,set_modify,1,1
select.c,delete_wires,hilight.c,propagate_hilights,1,1
select.c,delete,move.c,rebuild_selected_array,1,1
select.c,delete,save.c,push_undo,1,1
select.c,delete,select.c,del_rect_line_arc_poly,1,0
select.c,delete,draw.c,set_text_custom_font,1,1
select.c,delete,netlist.c,delete_inst_node,1,1
select.c,delete,select.c,delete_wires,1,0
select.c,delete,scheduler.c,tclgetboolvar,1,1
select.c,delete,check.c,trim_wires,1,1
select.c,delete,check.c,update_conn_cues,1,1
select.c,delete,hilight.c,propagate_hilights,1,1
select.c,delete,actions.c,set_modify,1,1
select.c,delete,draw.c,draw,1,1
select.c,delete,select.c,set_first_sel,1,0
select.c,delete_only_rect_line_arc_poly,select.c,del_rect_line_arc_poly,1,0
select.c,delete_only_rect_line_arc_poly,draw.c,draw,1,1
select.c,delete_only_rect_line_arc_poly,select.c,set_first_sel,1,0
select.c,unselect_all,select.c,set_first_sel,1,0
select.c,unselect_all,draw.c,draw_temp_symbol,1,1
select.c,unselect_all,draw.c,set_text_custom_font,1,1
select.c,unselect_all,draw.c,draw_temp_string,1,1
select.c,unselect_all,actions.c,get_text_floater,1,1
select.c,unselect_all,editprop.c,strboolcmp,1,1
select.c,unselect_all,token.c,get_tok_value,1,1
select.c,unselect_all,draw.c,drawtemppolygon,1,1
select.c,unselect_all,editprop.c,my_snprintf,1,1
select.c,select_wire,editprop.c,strboolcmp,1,1
select.c,select_wire,token.c,get_tok_value,1,1
select.c,select_wire,scheduler.c,tcleval,1,1
select.c,select_wire,select.c,set_first_sel,1,0
select.c,select_wire,editprop.c,dbg,1,1
select.c,select_attached_floaters,editprop.c,my_strdup2,1,1
select.c,select_attached_floaters,editprop.c,my_strtok_r,1,1
select.c,select_attached_floaters,select.c,select_box,1,0
select.c,select_attached_floaters,select.c,select_line,1,0
select.c,select_attached_floaters,select.c,select_polygon,1,0
select.c,select_attached_floaters,select.c,select_arc,1,0
select.c,select_attached_floaters,select.c,select_wire,1,0
select.c,select_attached_floaters,select.c,select_text,1,0
select.c,select_attached_floaters,select.c,select_element,1,0
select.c,select_attached_floaters,editprop.c,my_free,1,1
select.c,select_element,editprop.c,strboolcmp,1,1
select.c,select_element,editprop.c,my_strncpy,1,1
select.c,select_element,netlist.c,prepare_netlist_structs,1,1
select.c,select_element,scheduler.c,tcleval,1,1
select.c,select_element,select.c,set_first_sel,1,0
select.c,select_element,select.c,symbol_bbox,1,0
select.c,select_element,select.c,select_attached_floaters,1,0
select.c,select_text,editprop.c,strboolcmp,1,1
select.c,select_text,token.c,get_tok_value,1,1
select.c,select_text,editprop.c,my_strncpy,1,1
select.c,select_text,scheduler.c,tcleval,1,1
select.c,select_text,draw.c,set_text_custom_font,1,1
select.c,select_text,select.c,set_first_sel,1,0
select.c,select_box,editprop.c,strboolcmp,1,1
select.c,select_box,token.c,get_tok_value,1,1
select.c,select_box,editprop.c,my_strncpy,1,1
select.c,select_box,scheduler.c,tcleval,1,1
select.c,select_box,select.c,set_first_sel,1,0
select.c,select_arc,editprop.c,my_strncpy,1,1
select.c,select_arc,scheduler.c,tcleval,1,1
select.c,select_arc,select.c,set_first_sel,1,0
select.c,select_polygon,editprop.c,my_strncpy,1,1
select.c,select_polygon,scheduler.c,tcleval,1,1
select.c,select_polygon,select.c,set_first_sel,1,0
select.c,select_line,editprop.c,strboolcmp,1,1
select.c,select_line,token.c,get_tok_value,1,1
select.c,select_line,editprop.c,my_strncpy,1,1
select.c,select_line,scheduler.c,tcleval,1,1
select.c,select_line,select.c,set_first_sel,1,0
select.c,select_object,findnet.c,find_closest_obj,1,1
select.c,select_object,editprop.c,dbg,1,1
select.c,select_object,select.c,select_wire,1,0
select.c,select_object,select.c,select_text,1,0
select.c,select_object,select.c,select_line,1,0
select.c,select_object,select.c,select_polygon,1,0
select.c,select_object,select.c,select_box,1,0
select.c,select_object,select.c,select_arc,1,0
select.c,select_object,select.c,select_element,1,0
select.c,select_object,draw.c,drawtemparc,1,1
select.c,select_object,draw.c,drawtemprect,1,1
select.c,select_object,draw.c,drawtempline,1,1
select.c,select_object,move.c,rebuild_selected_array,1,1
select.c,select_object,move.c,draw_selection,1,1
select.c,select_attached_nets,netlist.c,hash_wires,1,1
select.c,select_attached_nets,netlist.c,get_inst_pin_coord,1,1
select.c,select_inside,draw.c,set_text_custom_font,1,1
select.c,select_inside,editprop.c,my_expand,1,1
select.c,select_inside,actions.c,get_text_floater,1,1
select.c,select_inside,scheduler.c,tclgetintvar,1,1
select.c,select_inside,actions.c,text_bbox,1,1
select.c,select_inside,editprop.c,my_free,1,1
select.c,select_inside,select.c,select_attached_floaters,1,0
select.c,select_inside,token.c,get_tok_value,1,1
select.c,select_inside,draw.c,polygon_bbox,1,1
select.c,select_inside,draw.c,arc_bbox,1,1
select.c,select_inside,draw.c,drawtemparc,1,1
select.c,select_inside,draw.c,drawtemprect,1,1
select.c,select_inside,draw.c,drawtempline,1,1
select.c,select_inside,move.c,rebuild_selected_array,1,1
select.c,select_inside,move.c,draw_selection,1,1
select.c,select_touch,draw.c,set_text_custom_font,1,1
select.c,select_touch,editprop.c,my_expand,1,1
select.c,select_touch,actions.c,get_text_floater,1,1
select.c,select_touch,scheduler.c,tclgetintvar,1,1
select.c,select_touch,actions.c,text_bbox,1,1
select.c,select_touch,editprop.c,my_free,1,1
select.c,select_touch,select.c,select_attached_floaters,1,0
select.c,select_touch,token.c,get_tok_value,1,1
select.c,select_touch,draw.c,polygon_bbox,1,1
select.c,select_touch,draw.c,arc_bbox,1,1
select.c,select_touch,draw.c,drawtemparc,1,1
select.c,select_touch,draw.c,drawtemprect,1,1
select.c,select_touch,draw.c,drawtempline,1,1
select.c,select_touch,move.c,rebuild_selected_array,1,1
select.c,select_touch,move.c,draw_selection,1,1
select.c,floaters_from_selected_inst,save.c,push_undo,1,1
select.c,floaters_from_selected_inst,actions.c,set_modify,1,1
select.c,floaters_from_selected_inst,actions.c,set_inst_flags,1,1
select.c,floaters_from_selected_inst,actions.c,create_text,1,1
select.c,floaters_from_selected_inst,actions.c,set_text_flags,1,1
select.c,floaters_from_selected_inst,editprop.c,dbg,1,1
select.c,floaters_from_selected_inst,move.c,rebuild_selected_array,1,1
select.c,floaters_from_selected_inst,draw.c,draw,1,1
select.c,select_all,select.c,select_wire,1,0
select.c,select_all,select.c,select_text,1,0
select.c,select_all,select.c,select_element,1,0
select.c,select_all,select.c,select_attached_floaters,1,0
select.c,select_all,token.c,get_tok_value,1,1
select.c,select_all,select.c,select_polygon,1,0
select.c,select_all,select.c,select_line,1,0
select.c,select_all,select.c,select_arc,1,0
select.c,select_all,select.c,select_box,1,0
select.c,select_all,draw.c,drawtemparc,1,1
select.c,select_all,draw.c,drawtemprect,1,1
select.c,select_all,draw.c,drawtempline,1,1
select.c,select_all,move.c,rebuild_selected_array,1,1
spectre_netlist.c,spectre_model_name,editprop.c,my_strdup,1,1
spectre_netlist.c,spectre_model_name,editprop.c,strtolower,1,1
spectre_netlist.c,spectre_model_name,editprop.c,my_strncpy,1,1
spectre_netlist.c,spectre_model_name,editprop.c,my_strcat,1,1
spectre_netlist.c,spectre_netlist,editprop.c,dbg,1,1
spectre_netlist.c,spectre_netlist,netlist.c,prepare_netlist_structs,1,1
spectre_netlist.c,spectre_netlist,node_hash.c,traverse_node_hash,1,1
spectre_netlist.c,spectre_netlist,editprop.c,strboolcmp,1,1
spectre_netlist.c,spectre_netlist,hilight.c,redraw_hilights,1,1
spectre_netlist.c,global_spectre_netlist,save.c,push_undo,1,1
spectre_netlist.c,global_spectre_netlist,scheduler.c,statusmsg,1,1
spectre_netlist.c,global_spectre_netlist,token.c,get_cell_w_ext,1,1
spectre_netlist.c,global_spectre_netlist,netlist.c,netlist_options,1,1
spectre_netlist.c,global_spectre_netlist,save.c,sort_schematic_pins,1,1
spectre_netlist.c,global_spectre_netlist,actions.c,add_ext,1,1
spectre_netlist.c,global_spectre_netlist,save.c,load_sym_def,1,1
spectre_netlist.c,global_spectre_netlist,token.c,print_spectre_subckt_nodes,1,1
spectre_netlist.c,global_spectre_netlist,actions.c,remove_symbol,1,1
spectre_netlist.c,global_spectre_netlist,spectre_netlist.c,spectre_netlist,1,0
spectre_netlist.c,global_spectre_netlist,netlist.c,warning_overlapped_symbols,1,1
spectre_netlist.c,global_spectre_netlist,editprop.c,my_calloc,1,1
spectre_netlist.c,global_spectre_netlist,save.c,is_from_web,1,1
spectre_netlist.c,global_spectre_netlist,editprop.c,my_strcat,1,1
spectre_netlist.c,global_spectre_netlist,actions.c,get_additional_symbols,1,1
spectre_netlist.c,global_spectre_netlist,netlist.c,check_lib,1,1
spectre_netlist.c,global_spectre_netlist,vhdl_netlist.c,vhdl_block_netlist,1,1
spectre_netlist.c,global_spectre_netlist,verilog_netlist.c,verilog_block_netlist,1,1
spectre_netlist.c,global_spectre_netlist,spice_netlist.c,spice_block_netlist,1,1
spectre_netlist.c,global_spectre_netlist,spectre_netlist.c,spectre_block_netlist,1,0
spectre_netlist.c,global_spectre_netlist,actions.c,rel_sym_path,1,1
spectre_netlist.c,global_spectre_netlist,netlist.c,prepare_netlist_structs,1,1
spectre_netlist.c,global_spectre_netlist,hilight.c,propagate_hilights,1,1
spectre_netlist.c,global_spectre_netlist,hilight.c,draw_hilight_net,1,1
spectre_netlist.c,global_spectre_netlist,editprop.c,my_itoa,1,1
spectre_netlist.c,spectre_block_netlist,editprop.c,strboolcmp,1,1
spectre_netlist.c,spectre_block_netlist,actions.c,get_sch_from_sym,1,1
spectre_netlist.c,spectre_block_netlist,token.c,tcl_hook2,1,1
spectre_netlist.c,spectre_block_netlist,scheduler.c,tclgetvar,1,1
spectre_netlist.c,spectre_block_netlist,actions.c,abs_sym_path,1,1
spectre_netlist.c,spectre_block_netlist,editprop.c,my_mstrcat,1,1
spectre_netlist.c,spectre_block_netlist,token.c,translate3,1,1
spectre_netlist.c,spectre_block_netlist,token.c,sanitize,1,1
spectre_netlist.c,spectre_block_netlist,token.c,print_spectre_subckt_nodes,1,1
spectre_netlist.c,spectre_block_netlist,token.c,get_sym_template,1,1
spectre_netlist.c,spectre_block_netlist,actions.c,get_additional_symbols,1,1
spectre_netlist.c,spectre_block_netlist,spectre_netlist.c,spectre_netlist,1,0
spectre_netlist.c,spectre_block_netlist,netlist.c,warning_overlapped_symbols,1,1
spectre_netlist.c,spectre_block_netlist,scheduler.c,tcleval,1,1
spice_netlist.c,hier_psprint_mtime,editprop.c,my_strncpy,1,1
spice_netlist.c,hier_psprint_mtime,editprop.c,dbg,1,1
spice_netlist.c,hier_psprint,save.c,push_undo,1,1
spice_netlist.c,hier_psprint,spice_netlist.c,str_hash_init,1,0
spice_netlist.c,hier_psprint,editprop.c,my_strdup2,1,1
spice_netlist.c,hier_psprint,actions.c,abs_sym_path,1,1
spice_netlist.c,hier_psprint,token.c,tcl_hook2,1,1
spice_netlist.c,hier_psprint,actions.c,get_sch_from_sym,1,1
spice_netlist.c,hier_psprint,token.c,get_tok_value,1,1
spice_netlist.c,hier_psprint,token.c,is_generator,1,1
spice_netlist.c,hier_psprint,token.c,get_cell_w_ext,1,1
spice_netlist.c,hier_psprint,save.c,load_schematic,1,1
spice_netlist.c,hier_psprint,spice_netlist.c,str_hash_free,1,0
spice_netlist.c,hier_psprint,editprop.c,my_strncpy,1,1
spice_netlist.c,hier_psprint,actions.c,rel_sym_path,1,1
spice_netlist.c,model_name,editprop.c,my_strdup,1,1
spice_netlist.c,model_name,editprop.c,strtolower,1,1
spice_netlist.c,model_name,editprop.c,my_strncpy,1,1
spice_netlist.c,model_name,editprop.c,my_strcat,1,1
spice_netlist.c,spice_netlist,editprop.c,dbg,1,1
spice_netlist.c,spice_netlist,netlist.c,prepare_netlist_structs,1,1
spice_netlist.c,spice_netlist,node_hash.c,traverse_node_hash,1,1
spice_netlist.c,spice_netlist,editprop.c,strboolcmp,1,1
spice_netlist.c,spice_netlist,hilight.c,redraw_hilights,1,1
spice_netlist.c,global_spice_netlist,save.c,push_undo,1,1
spice_netlist.c,global_spice_netlist,scheduler.c,statusmsg,1,1
spice_netlist.c,global_spice_netlist,token.c,get_cell_w_ext,1,1
spice_netlist.c,global_spice_netlist,netlist.c,netlist_options,1,1
spice_netlist.c,global_spice_netlist,save.c,sort_schematic_pins,1,1
spice_netlist.c,global_spice_netlist,actions.c,add_ext,1,1
spice_netlist.c,global_spice_netlist,save.c,load_sym_def,1,1
spice_netlist.c,global_spice_netlist,token.c,print_spice_subckt_nodes,1,1
spice_netlist.c,global_spice_netlist,actions.c,remove_symbol,1,1
spice_netlist.c,global_spice_netlist,spice_netlist.c,spice_netlist,1,0
spice_netlist.c,global_spice_netlist,netlist.c,warning_overlapped_symbols,1,1
spice_netlist.c,global_spice_netlist,editprop.c,my_calloc,1,1
spice_netlist.c,global_spice_netlist,save.c,is_from_web,1,1
spice_netlist.c,global_spice_netlist,editprop.c,my_strcat,1,1
spice_netlist.c,global_spice_netlist,actions.c,get_additional_symbols,1,1
spice_netlist.c,global_spice_netlist,netlist.c,check_lib,1,1
spice_netlist.c,global_spice_netlist,vhdl_netlist.c,vhdl_block_netlist,1,1
spice_netlist.c,global_spice_netlist,verilog_netlist.c,verilog_block_netlist,1,1
spice_netlist.c,global_spice_netlist,spectre_netlist.c,spectre_block_netlist,1,1
spice_netlist.c,global_spice_netlist,spice_netlist.c,spice_block_netlist,1,0
spice_netlist.c,global_spice_netlist,actions.c,rel_sym_path,1,1
spice_netlist.c,global_spice_netlist,netlist.c,prepare_netlist_structs,1,1
spice_netlist.c,global_spice_netlist,hilight.c,propagate_hilights,1,1
spice_netlist.c,global_spice_netlist,hilight.c,draw_hilight_net,1,1
spice_netlist.c,global_spice_netlist,editprop.c,my_itoa,1,1
spice_netlist.c,spice_block_netlist,editprop.c,strboolcmp,1,1
spice_netlist.c,spice_block_netlist,actions.c,get_sch_from_sym,1,1
spice_netlist.c,spice_block_netlist,token.c,tcl_hook2,1,1
spice_netlist.c,spice_block_netlist,scheduler.c,tclgetvar,1,1
spice_netlist.c,spice_block_netlist,actions.c,abs_sym_path,1,1
spice_netlist.c,spice_block_netlist,editprop.c,my_mstrcat,1,1
spice_netlist.c,spice_block_netlist,token.c,translate3,1,1
spice_netlist.c,spice_block_netlist,token.c,sanitize,1,1
spice_netlist.c,spice_block_netlist,token.c,print_spice_subckt_nodes,1,1
spice_netlist.c,spice_block_netlist,token.c,get_sym_template,1,1
